番号区画コード,MA,番号,市外局番,市内局番,事業者,使用状況,備考
219,東京,035063,03,5063,,未使用,
219,東京,035064,03,5064,,未使用,
219,東京,035065,03,5065,,未使用,
219,東京,035066,03,5066,,未使用,
219,東京,035067,03,5067,,未使用,
219,東京,035068,03,5068,,未使用,
219,東京,035069,03,5069,,未使用,
219,東京,035070,03,5070,,未使用,
219,東京,035071,03,5071,,未使用,
219,東京,035072,03,5072,,未使用,
219,東京,035073,03,5073,,未使用,
219,東京,035074,03,5074,,未使用,
219,東京,035075,03,5075,,未使用,
219,東京,035076,03,5076,,未使用,
219,東京,035077,03,5077,,未使用,
219,東京,035078,03,5078,,未使用,
219,東京,035079,03,5079,,未使用,
219,東京,035080,03,5080,,未使用,
219,東京,035081,03,5081,,未使用,
219,東京,035082,03,5082,,未使用,
219,東京,035083,03,5083,,未使用,
219,東京,035084,03,5084,,未使用,
219,東京,035085,03,5085,,未使用,
219,東京,035086,03,5086,,未使用,
219,東京,035087,03,5087,,未使用,
219,東京,035088,03,5088,,未使用,
219,東京,035089,03,5089,,未使用,
219,東京,035090,03,5090,,未使用,
219,東京,035091,03,5091,,未使用,
219,東京,035092,03,5092,,未使用,
219,東京,035093,03,5093,,未使用,
219,東京,035094,03,5094,,未使用,
219,東京,035095,03,5095,,未使用,
219,東京,035096,03,5096,,未使用,
219,東京,035097,03,5097,,未使用,
219,東京,035098,03,5098,,未使用,
219,東京,035099,03,5099,,未使用,
219,東京,035100,03,5100,Ｃｏｌｔテクノロジーサービス株式会社,使用中,
219,東京,035101,03,5101,,未使用,
219,東京,035102,03,5102,,未使用,
219,東京,035103,03,5103,,未使用,
219,東京,035104,03,5104,,未使用,
219,東京,035105,03,5105,,未使用,
219,東京,035106,03,5106,,未使用,
219,東京,035107,03,5107,,未使用,
219,東京,035108,03,5108,,未使用,
219,東京,035109,03,5109,,未使用,
219,東京,035110,03,5110,,未使用,
219,東京,035111,03,5111,,未使用,
219,東京,035112,03,5112,,未使用,
219,東京,035113,03,5113,,未使用,
219,東京,035114,03,5114,東日本電信電話株式会社,使用中,
219,東京,035115,03,5115,,未使用,
219,東京,035116,03,5116,,未使用,
219,東京,035117,03,5117,東日本電信電話株式会社,使用中,
219,東京,035118,03,5118,,未使用,
219,東京,035119,03,5119,,未使用,
219,東京,035120,03,5120,,未使用,
219,東京,035121,03,5121,,未使用,
219,東京,035122,03,5122,,未使用,
219,東京,035123,03,5123,,未使用,
219,東京,035124,03,5124,,未使用,
219,東京,035125,03,5125,,未使用,
219,東京,035126,03,5126,,未使用,
219,東京,035127,03,5127,,未使用,
219,東京,035128,03,5128,,未使用,
219,東京,035129,03,5129,,未使用,
219,東京,035130,03,5130,,未使用,
219,東京,035131,03,5131,,未使用,
219,東京,035132,03,5132,,未使用,
219,東京,035133,03,5133,,未使用,
219,東京,035134,03,5134,,未使用,
219,東京,035135,03,5135,,未使用,
219,東京,035136,03,5136,,未使用,
219,東京,035137,03,5137,,未使用,
219,東京,035138,03,5138,,未使用,
219,東京,035139,03,5139,,未使用,
219,東京,035140,03,5140,,未使用,
219,東京,035141,03,5141,,未使用,
219,東京,035142,03,5142,,未使用,
219,東京,035143,03,5143,,未使用,
219,東京,035144,03,5144,東日本電信電話株式会社,使用中,
219,東京,035145,03,5145,,未使用,
219,東京,035146,03,5146,,未使用,
219,東京,035147,03,5147,,未使用,
219,東京,035148,03,5148,東日本電信電話株式会社,使用中,
219,東京,035149,03,5149,,未使用,
219,東京,035150,03,5150,,未使用,
219,東京,035151,03,5151,,未使用,
219,東京,035152,03,5152,,未使用,
219,東京,035153,03,5153,,未使用,
219,東京,035154,03,5154,,未使用,
219,東京,035155,03,5155,東日本電信電話株式会社,使用中,
219,東京,035156,03,5156,東日本電信電話株式会社,使用中,
219,東京,035157,03,5157,東日本電信電話株式会社,使用中,
219,東京,035158,03,5158,,未使用,
219,東京,035159,03,5159,東日本電信電話株式会社,使用中,
219,東京,035160,03,5160,,未使用,
219,東京,035161,03,5161,,未使用,
219,東京,035162,03,5162,,未使用,
219,東京,035163,03,5163,,未使用,
219,東京,035164,03,5164,,未使用,
219,東京,035165,03,5165,,未使用,
219,東京,035166,03,5166,東日本電信電話株式会社,使用中,
219,東京,035167,03,5167,,未使用,
219,東京,035168,03,5168,,未使用,
219,東京,035169,03,5169,,未使用,
219,東京,035170,03,5170,,未使用,
219,東京,035171,03,5171,,未使用,
219,東京,035172,03,5172,,未使用,
219,東京,035173,03,5173,,未使用,
219,東京,035174,03,5174,,未使用,
219,東京,035175,03,5175,,未使用,
219,東京,035176,03,5176,,未使用,
219,東京,035177,03,5177,,未使用,
219,東京,035178,03,5178,,未使用,
219,東京,035179,03,5179,,未使用,
219,東京,035180,03,5180,,未使用,
219,東京,035181,03,5181,,未使用,
219,東京,035182,03,5182,,未使用,
219,東京,035183,03,5183,,未使用,
219,東京,035184,03,5184,,未使用,
219,東京,035185,03,5185,,未使用,
219,東京,035186,03,5186,,未使用,
219,東京,035187,03,5187,,未使用,
219,東京,035188,03,5188,,未使用,
219,東京,035189,03,5189,,未使用,
219,東京,035190,03,5190,,未使用,
219,東京,035191,03,5191,,未使用,
219,東京,035192,03,5192,,未使用,
219,東京,035193,03,5193,,未使用,
219,東京,035194,03,5194,,未使用,
219,東京,035195,03,5195,,未使用,
219,東京,035196,03,5196,,未使用,
219,東京,035197,03,5197,,未使用,
219,東京,035198,03,5198,,未使用,
219,東京,035199,03,5199,,未使用,
219,東京,035200,03,5200,東日本電信電話株式会社,使用中,
219,東京,035201,03,5201,東日本電信電話株式会社,使用中,
219,東京,035202,03,5202,東日本電信電話株式会社,使用中,
219,東京,035203,03,5203,東日本電信電話株式会社,使用中,
219,東京,035204,03,5204,東日本電信電話株式会社,使用中,
219,東京,035205,03,5205,東日本電信電話株式会社,使用中,
219,東京,035206,03,5206,東日本電信電話株式会社,使用中,
219,東京,035207,03,5207,東日本電信電話株式会社,使用中,
219,東京,035208,03,5208,東日本電信電話株式会社,使用中,
219,東京,035209,03,5209,東日本電信電話株式会社,使用中,
219,東京,035210,03,5210,東日本電信電話株式会社,使用中,
219,東京,035211,03,5211,東日本電信電話株式会社,使用中,
219,東京,035212,03,5212,東日本電信電話株式会社,使用中,
219,東京,035213,03,5213,東日本電信電話株式会社,使用中,
219,東京,035214,03,5214,東日本電信電話株式会社,使用中,
219,東京,035215,03,5215,東日本電信電話株式会社,使用中,
219,東京,035216,03,5216,東日本電信電話株式会社,使用中,
219,東京,035217,03,5217,東日本電信電話株式会社,使用中,
219,東京,035218,03,5218,東日本電信電話株式会社,使用中,
219,東京,035219,03,5219,東日本電信電話株式会社,使用中,
219,東京,035220,03,5220,東日本電信電話株式会社,使用中,
219,東京,035221,03,5221,東日本電信電話株式会社,使用中,
219,東京,035222,03,5222,東日本電信電話株式会社,使用中,
219,東京,035223,03,5223,東日本電信電話株式会社,使用中,
219,東京,035224,03,5224,東日本電信電話株式会社,使用中,
219,東京,035225,03,5225,東日本電信電話株式会社,使用中,
219,東京,035226,03,5226,東日本電信電話株式会社,使用中,
219,東京,035227,03,5227,東日本電信電話株式会社,使用中,
219,東京,035228,03,5228,東日本電信電話株式会社,使用中,
219,東京,035229,03,5229,東日本電信電話株式会社,使用中,
219,東京,035230,03,5230,,未使用,
219,東京,035231,03,5231,,未使用,
219,東京,035232,03,5232,東日本電信電話株式会社,使用中,
219,東京,035233,03,5233,,未使用,
219,東京,035234,03,5234,,未使用,
219,東京,035235,03,5235,,未使用,
219,東京,035236,03,5236,,未使用,
219,東京,035237,03,5237,東日本電信電話株式会社,使用中,
219,東京,035238,03,5238,,未使用,
219,東京,035239,03,5239,,未使用,
219,東京,035240,03,5240,,未使用,
219,東京,035241,03,5241,東日本電信電話株式会社,使用中,
219,東京,035242,03,5242,東日本電信電話株式会社,使用中,
219,東京,035243,03,5243,東日本電信電話株式会社,使用中,
219,東京,035244,03,5244,東日本電信電話株式会社,使用中,
219,東京,035245,03,5245,東日本電信電話株式会社,使用中,
219,東京,035246,03,5246,東日本電信電話株式会社,使用中,
219,東京,035247,03,5247,東日本電信電話株式会社,使用中,
219,東京,035248,03,5248,東日本電信電話株式会社,使用中,
219,東京,035249,03,5249,東日本電信電話株式会社,使用中,
219,東京,035250,03,5250,東日本電信電話株式会社,使用中,
219,東京,035251,03,5251,東日本電信電話株式会社,使用中,
219,東京,035252,03,5252,東日本電信電話株式会社,使用中,
219,東京,035253,03,5253,東日本電信電話株式会社,使用中,
219,東京,035254,03,5254,,未使用,
219,東京,035255,03,5255,東日本電信電話株式会社,使用中,
219,東京,035256,03,5256,東日本電信電話株式会社,使用中,
219,東京,035257,03,5257,,未使用,
219,東京,035258,03,5258,,未使用,
219,東京,035259,03,5259,東日本電信電話株式会社,使用中,
219,東京,035260,03,5260,,未使用,
219,東京,035261,03,5261,東日本電信電話株式会社,使用中,
219,東京,035262,03,5262,,未使用,
219,東京,035263,03,5263,,未使用,
219,東京,035264,03,5264,,未使用,
219,東京,035265,03,5265,,未使用,
219,東京,035266,03,5266,,未使用,
219,東京,035267,03,5267,,未使用,
219,東京,035268,03,5268,,未使用,
219,東京,035269,03,5269,東日本電信電話株式会社,使用中,
219,東京,035270,03,5270,,未使用,
219,東京,035271,03,5271,,未使用,
219,東京,035272,03,5272,東日本電信電話株式会社,使用中,
219,東京,035273,03,5273,東日本電信電話株式会社,使用中,
219,東京,035274,03,5274,,未使用,
219,東京,035275,03,5275,東日本電信電話株式会社,使用中,
219,東京,035276,03,5276,東日本電信電話株式会社,使用中,
219,東京,035277,03,5277,,未使用,
219,東京,035278,03,5278,,未使用,
219,東京,035279,03,5279,,未使用,
219,東京,035280,03,5280,東日本電信電話株式会社,使用中,
219,東京,035281,03,5281,東日本電信電話株式会社,使用中,
219,東京,035282,03,5282,東日本電信電話株式会社,使用中,
219,東京,035283,03,5283,東日本電信電話株式会社,使用中,
219,東京,035284,03,5284,東日本電信電話株式会社,使用中,
219,東京,035285,03,5285,東日本電信電話株式会社,使用中,
219,東京,035286,03,5286,東日本電信電話株式会社,使用中,
219,東京,035287,03,5287,東日本電信電話株式会社,使用中,
219,東京,035288,03,5288,東日本電信電話株式会社,使用中,
219,東京,035289,03,5289,東日本電信電話株式会社,使用中,
219,東京,035290,03,5290,東日本電信電話株式会社,使用中,
219,東京,035291,03,5291,東日本電信電話株式会社,使用中,
219,東京,035292,03,5292,東日本電信電話株式会社,使用中,
219,東京,035293,03,5293,東日本電信電話株式会社,使用中,
219,東京,035294,03,5294,東日本電信電話株式会社,使用中,
219,東京,035295,03,5295,東日本電信電話株式会社,使用中,
219,東京,035296,03,5296,東日本電信電話株式会社,使用中,
219,東京,035297,03,5297,東日本電信電話株式会社,使用中,
219,東京,035298,03,5298,東日本電信電話株式会社,使用中,
219,東京,035299,03,5299,東日本電信電話株式会社,使用中,
219,東京,035300,03,5300,東日本電信電話株式会社,使用中,
219,東京,035301,03,5301,東日本電信電話株式会社,使用中,
219,東京,035302,03,5302,東日本電信電話株式会社,使用中,
219,東京,035303,03,5303,東日本電信電話株式会社,使用中,
219,東京,035304,03,5304,東日本電信電話株式会社,使用中,
219,東京,035305,03,5305,東日本電信電話株式会社,使用中,
219,東京,035306,03,5306,東日本電信電話株式会社,使用中,
219,東京,035307,03,5307,東日本電信電話株式会社,使用中,
219,東京,035308,03,5308,東日本電信電話株式会社,使用中,
219,東京,035309,03,5309,東日本電信電話株式会社,使用中,
219,東京,035310,03,5310,東日本電信電話株式会社,使用中,
219,東京,035311,03,5311,東日本電信電話株式会社,使用中,
219,東京,035312,03,5312,東日本電信電話株式会社,使用中,
219,東京,035313,03,5313,東日本電信電話株式会社,使用中,
219,東京,035314,03,5314,東日本電信電話株式会社,使用中,
219,東京,035315,03,5315,東日本電信電話株式会社,使用中,
219,東京,035316,03,5316,東日本電信電話株式会社,使用中,
219,東京,035317,03,5317,東日本電信電話株式会社,使用中,
219,東京,035318,03,5318,東日本電信電話株式会社,使用中,
219,東京,035319,03,5319,東日本電信電話株式会社,使用中,
219,東京,035320,03,5320,東日本電信電話株式会社,使用中,
219,東京,035321,03,5321,東日本電信電話株式会社,使用中,
219,東京,035322,03,5322,東日本電信電話株式会社,使用中,
219,東京,035323,03,5323,東日本電信電話株式会社,使用中,
219,東京,035324,03,5324,東日本電信電話株式会社,使用中,
219,東京,035325,03,5325,東日本電信電話株式会社,使用中,
219,東京,035326,03,5326,東日本電信電話株式会社,使用中,
219,東京,035327,03,5327,東日本電信電話株式会社,使用中,
219,東京,035328,03,5328,東日本電信電話株式会社,使用中,
219,東京,035329,03,5329,東日本電信電話株式会社,使用中,
219,東京,035330,03,5330,東日本電信電話株式会社,使用中,
219,東京,035331,03,5331,東日本電信電話株式会社,使用中,
219,東京,035332,03,5332,東日本電信電話株式会社,使用中,
219,東京,035333,03,5333,東日本電信電話株式会社,使用中,
219,東京,035334,03,5334,東日本電信電話株式会社,使用中,
219,東京,035335,03,5335,東日本電信電話株式会社,使用中,
219,東京,035336,03,5336,東日本電信電話株式会社,使用中,
219,東京,035337,03,5337,東日本電信電話株式会社,使用中,
219,東京,035338,03,5338,東日本電信電話株式会社,使用中,
219,東京,035339,03,5339,東日本電信電話株式会社,使用中,
219,東京,035340,03,5340,東日本電信電話株式会社,使用中,
219,東京,035341,03,5341,東日本電信電話株式会社,使用中,
219,東京,035342,03,5342,東日本電信電話株式会社,使用中,
219,東京,035343,03,5343,東日本電信電話株式会社,使用中,
219,東京,035344,03,5344,東日本電信電話株式会社,使用中,
219,東京,035345,03,5345,東日本電信電話株式会社,使用中,
219,東京,035346,03,5346,東日本電信電話株式会社,使用中,
219,東京,035347,03,5347,東日本電信電話株式会社,使用中,
219,東京,035348,03,5348,東日本電信電話株式会社,使用中,
219,東京,035349,03,5349,東日本電信電話株式会社,使用中,
219,東京,035350,03,5350,東日本電信電話株式会社,使用中,
219,東京,035351,03,5351,東日本電信電話株式会社,使用中,
219,東京,035352,03,5352,東日本電信電話株式会社,使用中,
219,東京,035353,03,5353,東日本電信電話株式会社,使用中,
219,東京,035354,03,5354,東日本電信電話株式会社,使用中,
219,東京,035355,03,5355,東日本電信電話株式会社,使用中,
219,東京,035356,03,5356,東日本電信電話株式会社,使用中,
219,東京,035357,03,5357,東日本電信電話株式会社,使用中,
219,東京,035358,03,5358,東日本電信電話株式会社,使用中,
219,東京,035359,03,5359,東日本電信電話株式会社,使用中,
219,東京,035360,03,5360,東日本電信電話株式会社,使用中,
219,東京,035361,03,5361,東日本電信電話株式会社,使用中,
219,東京,035362,03,5362,東日本電信電話株式会社,使用中,
219,東京,035363,03,5363,東日本電信電話株式会社,使用中,
219,東京,035364,03,5364,東日本電信電話株式会社,使用中,
219,東京,035365,03,5365,東日本電信電話株式会社,使用中,
219,東京,035366,03,5366,東日本電信電話株式会社,使用中,
219,東京,035367,03,5367,東日本電信電話株式会社,使用中,
219,東京,035368,03,5368,東日本電信電話株式会社,使用中,
219,東京,035369,03,5369,東日本電信電話株式会社,使用中,
219,東京,035370,03,5370,東日本電信電話株式会社,使用中,
219,東京,035371,03,5371,東日本電信電話株式会社,使用中,
219,東京,035372,03,5372,東日本電信電話株式会社,使用中,
219,東京,035373,03,5373,東日本電信電話株式会社,使用中,
219,東京,035374,03,5374,東日本電信電話株式会社,使用中,
219,東京,035375,03,5375,東日本電信電話株式会社,使用中,
219,東京,035376,03,5376,東日本電信電話株式会社,使用中,
219,東京,035377,03,5377,東日本電信電話株式会社,使用中,
219,東京,035378,03,5378,東日本電信電話株式会社,使用中,
219,東京,035379,03,5379,東日本電信電話株式会社,使用中,
219,東京,035380,03,5380,東日本電信電話株式会社,使用中,
219,東京,035381,03,5381,東日本電信電話株式会社,使用中,
219,東京,035382,03,5382,東日本電信電話株式会社,使用中,
219,東京,035383,03,5383,東日本電信電話株式会社,使用中,
219,東京,035384,03,5384,東日本電信電話株式会社,使用中,
219,東京,035385,03,5385,東日本電信電話株式会社,使用中,
219,東京,035386,03,5386,東日本電信電話株式会社,使用中,
219,東京,035387,03,5387,東日本電信電話株式会社,使用中,
219,東京,035388,03,5388,東日本電信電話株式会社,使用中,
219,東京,035389,03,5389,東日本電信電話株式会社,使用中,
219,東京,035390,03,5390,東日本電信電話株式会社,使用中,
219,東京,035391,03,5391,東日本電信電話株式会社,使用中,
219,東京,035392,03,5392,東日本電信電話株式会社,使用中,
219,東京,035393,03,5393,東日本電信電話株式会社,使用中,
219,東京,035394,03,5394,東日本電信電話株式会社,使用中,
219,東京,035395,03,5395,東日本電信電話株式会社,使用中,
219,東京,035396,03,5396,東日本電信電話株式会社,使用中,
219,東京,035397,03,5397,東日本電信電話株式会社,使用中,
219,東京,035398,03,5398,東日本電信電話株式会社,使用中,
219,東京,035399,03,5399,東日本電信電話株式会社,使用中,
219,東京,035400,03,5400,東日本電信電話株式会社,使用中,
219,東京,035401,03,5401,東日本電信電話株式会社,使用中,
219,東京,035402,03,5402,東日本電信電話株式会社,使用中,
219,東京,035403,03,5403,東日本電信電話株式会社,使用中,
219,東京,035404,03,5404,東日本電信電話株式会社,使用中,
219,東京,035405,03,5405,東日本電信電話株式会社,使用中,
219,東京,035406,03,5406,,未使用,
219,東京,035407,03,5407,,未使用,
219,東京,035408,03,5408,東日本電信電話株式会社,使用中,
219,東京,035409,03,5409,,未使用,
219,東京,035410,03,5410,東日本電信電話株式会社,使用中,
219,東京,035411,03,5411,東日本電信電話株式会社,使用中,
219,東京,035412,03,5412,東日本電信電話株式会社,使用中,
219,東京,035413,03,5413,東日本電信電話株式会社,使用中,
219,東京,035414,03,5414,東日本電信電話株式会社,使用中,
219,東京,035415,03,5415,,未使用,
219,東京,035416,03,5416,,未使用,
219,東京,035417,03,5417,,未使用,
219,東京,035418,03,5418,東日本電信電話株式会社,使用中,
219,東京,035419,03,5419,東日本電信電話株式会社,使用中,
219,東京,035420,03,5420,東日本電信電話株式会社,使用中,
219,東京,035421,03,5421,東日本電信電話株式会社,使用中,
219,東京,035422,03,5422,東日本電信電話株式会社,使用中,
219,東京,035423,03,5423,東日本電信電話株式会社,使用中,
219,東京,035424,03,5424,東日本電信電話株式会社,使用中,
219,東京,035425,03,5425,東日本電信電話株式会社,使用中,
219,東京,035426,03,5426,東日本電信電話株式会社,使用中,
219,東京,035427,03,5427,東日本電信電話株式会社,使用中,
219,東京,035428,03,5428,東日本電信電話株式会社,使用中,
219,東京,035429,03,5429,東日本電信電話株式会社,使用中,
219,東京,035430,03,5430,東日本電信電話株式会社,使用中,
219,東京,035431,03,5431,東日本電信電話株式会社,使用中,
219,東京,035432,03,5432,東日本電信電話株式会社,使用中,
219,東京,035433,03,5433,東日本電信電話株式会社,使用中,
219,東京,035434,03,5434,東日本電信電話株式会社,使用中,
219,東京,035435,03,5435,東日本電信電話株式会社,使用中,
219,東京,035436,03,5436,東日本電信電話株式会社,使用中,
219,東京,035437,03,5437,東日本電信電話株式会社,使用中,
219,東京,035438,03,5438,東日本電信電話株式会社,使用中,
219,東京,035439,03,5439,東日本電信電話株式会社,使用中,
219,東京,035440,03,5440,東日本電信電話株式会社,使用中,
219,東京,035441,03,5441,東日本電信電話株式会社,使用中,
219,東京,035442,03,5442,東日本電信電話株式会社,使用中,
219,東京,035443,03,5443,東日本電信電話株式会社,使用中,
219,東京,035444,03,5444,東日本電信電話株式会社,使用中,
219,東京,035445,03,5445,東日本電信電話株式会社,使用中,
219,東京,035446,03,5446,東日本電信電話株式会社,使用中,
219,東京,035447,03,5447,東日本電信電話株式会社,使用中,
219,東京,035448,03,5448,東日本電信電話株式会社,使用中,
219,東京,035449,03,5449,東日本電信電話株式会社,使用中,
219,東京,035450,03,5450,東日本電信電話株式会社,使用中,
219,東京,035451,03,5451,東日本電信電話株式会社,使用中,
219,東京,035452,03,5452,東日本電信電話株式会社,使用中,
219,東京,035453,03,5453,東日本電信電話株式会社,使用中,
219,東京,035454,03,5454,東日本電信電話株式会社,使用中,
219,東京,035455,03,5455,東日本電信電話株式会社,使用中,
219,東京,035456,03,5456,東日本電信電話株式会社,使用中,
219,東京,035457,03,5457,東日本電信電話株式会社,使用中,
219,東京,035458,03,5458,東日本電信電話株式会社,使用中,
219,東京,035459,03,5459,東日本電信電話株式会社,使用中,
219,東京,035460,03,5460,東日本電信電話株式会社,使用中,
219,東京,035461,03,5461,東日本電信電話株式会社,使用中,
219,東京,035462,03,5462,東日本電信電話株式会社,使用中,
219,東京,035463,03,5463,東日本電信電話株式会社,使用中,
219,東京,035464,03,5464,東日本電信電話株式会社,使用中,
219,東京,035465,03,5465,東日本電信電話株式会社,使用中,
219,東京,035466,03,5466,東日本電信電話株式会社,使用中,
219,東京,035467,03,5467,東日本電信電話株式会社,使用中,
219,東京,035468,03,5468,東日本電信電話株式会社,使用中,
219,東京,035469,03,5469,東日本電信電話株式会社,使用中,
219,東京,035470,03,5470,東日本電信電話株式会社,使用中,
219,東京,035471,03,5471,東日本電信電話株式会社,使用中,
219,東京,035472,03,5472,東日本電信電話株式会社,使用中,
219,東京,035473,03,5473,東日本電信電話株式会社,使用中,
219,東京,035474,03,5474,東日本電信電話株式会社,使用中,
219,東京,035475,03,5475,東日本電信電話株式会社,使用中,
219,東京,035476,03,5476,東日本電信電話株式会社,使用中,
219,東京,035477,03,5477,東日本電信電話株式会社,使用中,
219,東京,035478,03,5478,東日本電信電話株式会社,使用中,
219,東京,035479,03,5479,東日本電信電話株式会社,使用中,
219,東京,035480,03,5480,東日本電信電話株式会社,使用中,
219,東京,035481,03,5481,東日本電信電話株式会社,使用中,
219,東京,035482,03,5482,東日本電信電話株式会社,使用中,
219,東京,035483,03,5483,東日本電信電話株式会社,使用中,
219,東京,035484,03,5484,東日本電信電話株式会社,使用中,
219,東京,035485,03,5485,東日本電信電話株式会社,使用中,
219,東京,035486,03,5486,東日本電信電話株式会社,使用中,
219,東京,035487,03,5487,東日本電信電話株式会社,使用中,
219,東京,035488,03,5488,東日本電信電話株式会社,使用中,
219,東京,035489,03,5489,東日本電信電話株式会社,使用中,
219,東京,035490,03,5490,東日本電信電話株式会社,使用中,
219,東京,035491,03,5491,東日本電信電話株式会社,使用中,
219,東京,035492,03,5492,東日本電信電話株式会社,使用中,
219,東京,035493,03,5493,東日本電信電話株式会社,使用中,
219,東京,035494,03,5494,東日本電信電話株式会社,使用中,
219,東京,035495,03,5495,東日本電信電話株式会社,使用中,
219,東京,035496,03,5496,東日本電信電話株式会社,使用中,
219,東京,035497,03,5497,東日本電信電話株式会社,使用中,
219,東京,035498,03,5498,東日本電信電話株式会社,使用中,
219,東京,035499,03,5499,東日本電信電話株式会社,使用中,
219,東京,035500,03,5500,東日本電信電話株式会社,使用中,
219,東京,035501,03,5501,東日本電信電話株式会社,使用中,
219,東京,035502,03,5502,,未使用,
219,東京,035503,03,5503,,未使用,
219,東京,035504,03,5504,,未使用,
219,東京,035505,03,5505,,未使用,
219,東京,035506,03,5506,,未使用,
219,東京,035507,03,5507,,未使用,
219,東京,035508,03,5508,,未使用,
219,東京,035509,03,5509,,未使用,
219,東京,035510,03,5510,東日本電信電話株式会社,使用中,
219,東京,035511,03,5511,東日本電信電話株式会社,使用中,
219,東京,035512,03,5512,東日本電信電話株式会社,使用中,
219,東京,035513,03,5513,,未使用,
219,東京,035514,03,5514,,未使用,
219,東京,035515,03,5515,,未使用,
219,東京,035516,03,5516,,未使用,
219,東京,035517,03,5517,,未使用,
219,東京,035518,03,5518,,未使用,
219,東京,035519,03,5519,,未使用,
219,東京,035520,03,5520,東日本電信電話株式会社,使用中,
219,東京,035521,03,5521,東日本電信電話株式会社,使用中,
219,東京,035522,03,5522,,未使用,
219,東京,035523,03,5523,,未使用,
219,東京,035524,03,5524,東日本電信電話株式会社,使用中,
219,東京,035525,03,5525,,未使用,
219,東京,035526,03,5526,,未使用,
219,東京,035527,03,5527,,未使用,
219,東京,035528,03,5528,,未使用,
219,東京,035529,03,5529,,未使用,
219,東京,035530,03,5530,東日本電信電話株式会社,使用中,
219,東京,035531,03,5531,東日本電信電話株式会社,使用中,
219,東京,035532,03,5532,東日本電信電話株式会社,使用中,
219,東京,035533,03,5533,東日本電信電話株式会社,使用中,
219,東京,035534,03,5534,東日本電信電話株式会社,使用中,
219,東京,035535,03,5535,,未使用,
219,東京,035536,03,5536,,未使用,
219,東京,035537,03,5537,東日本電信電話株式会社,使用中,
219,東京,035538,03,5538,,未使用,
219,東京,035539,03,5539,エヌ・ティ・ティ・コミュニケーションズ株式会社,使用中,
219,東京,035540,03,5540,東日本電信電話株式会社,使用中,
219,東京,035541,03,5541,東日本電信電話株式会社,使用中,
219,東京,035542,03,5542,東日本電信電話株式会社,使用中,
219,東京,035543,03,5543,東日本電信電話株式会社,使用中,
219,東京,035544,03,5544,東日本電信電話株式会社,使用中,
219,東京,035545,03,5545,東日本電信電話株式会社,使用中,
219,東京,035546,03,5546,東日本電信電話株式会社,使用中,
219,東京,035547,03,5547,東日本電信電話株式会社,使用中,
219,東京,035548,03,5548,東日本電信電話株式会社,使用中,
219,東京,035549,03,5549,東日本電信電話株式会社,使用中,
219,東京,035550,03,5550,東日本電信電話株式会社,使用中,
219,東京,035551,03,5551,東日本電信電話株式会社,使用中,
219,東京,035552,03,5552,,未使用,
219,東京,035553,03,5553,,未使用,
219,東京,035554,03,5554,,未使用,
219,東京,035555,03,5555,東日本電信電話株式会社,使用中,
219,東京,035556,03,5556,,未使用,
219,東京,035557,03,5557,,未使用,
219,東京,035558,03,5558,,未使用,
219,東京,035559,03,5559,,未使用,
219,東京,035560,03,5560,東日本電信電話株式会社,使用中,
219,東京,035561,03,5561,東日本電信電話株式会社,使用中,
219,東京,035562,03,5562,東日本電信電話株式会社,使用中,
219,東京,035563,03,5563,東日本電信電話株式会社,使用中,
219,東京,035564,03,5564,東日本電信電話株式会社,使用中,
219,東京,035565,03,5565,東日本電信電話株式会社,使用中,
219,東京,035566,03,5566,東日本電信電話株式会社,使用中,
219,東京,035567,03,5567,東日本電信電話株式会社,使用中,
219,東京,035568,03,5568,東日本電信電話株式会社,使用中,
219,東京,035569,03,5569,東日本電信電話株式会社,使用中,
219,東京,035570,03,5570,東日本電信電話株式会社,使用中,
219,東京,035571,03,5571,東日本電信電話株式会社,使用中,
219,東京,035572,03,5572,東日本電信電話株式会社,使用中,
219,東京,035573,03,5573,東日本電信電話株式会社,使用中,
219,東京,035574,03,5574,東日本電信電話株式会社,使用中,
219,東京,035575,03,5575,東日本電信電話株式会社,使用中,
219,東京,035576,03,5576,,未使用,
219,東京,035577,03,5577,東日本電信電話株式会社,使用中,
219,東京,035578,03,5578,,未使用,
219,東京,035579,03,5579,東日本電信電話株式会社,使用中,
219,東京,035580,03,5580,,未使用,
219,東京,035581,03,5581,,未使用,
219,東京,035582,03,5582,,未使用,
219,東京,035583,03,5583,,未使用,
219,東京,035584,03,5584,,未使用,
219,東京,035585,03,5585,,未使用,
219,東京,035586,03,5586,,未使用,
219,東京,035587,03,5587,,未使用,
219,東京,035588,03,5588,,未使用,
219,東京,035589,03,5589,,未使用,
219,東京,035590,03,5590,,未使用,
219,東京,035591,03,5591,,未使用,
219,東京,035592,03,5592,,未使用,
219,東京,035593,03,5593,,未使用,
219,東京,035594,03,5594,,未使用,
219,東京,035595,03,5595,,未使用,
219,東京,035596,03,5596,,未使用,
219,東京,035597,03,5597,,未使用,
219,東京,035598,03,5598,,未使用,
219,東京,035599,03,5599,,未使用,
219,東京,035600,03,5600,東日本電信電話株式会社,使用中,
219,東京,035601,03,5601,,未使用,
219,東京,035602,03,5602,東日本電信電話株式会社,使用中,
219,東京,035603,03,5603,東日本電信電話株式会社,使用中,
219,東京,035604,03,5604,東日本電信電話株式会社,使用中,
219,東京,035605,03,5605,東日本電信電話株式会社,使用中,
